content,like,rcount,sex,mid,diag,好,乐,哀,怒,惧,恶,惊,pos,neg
之前南方小土豆们去哈尔滨，731遗址参观的挺多的，热度也就上来了,2,0,保密,3546609929423527,原评论,0,0,0,0,0,0,0,0,0
[doge],3,2,保密,3493130206710310,原评论,0,0,0,0,0,0,0,0,0
故乡の特产,0,0,男,474904174,原评论,1,0,0,0,0,0,0,0,0
呦西,0,0,保密,3493130206710310,原评论,0,0,0,0,0,0,0,0,0
"开始点名
哲科，到！
奥里吉，到！
维纳尔杜姆，到！
穆勒，到！
姆巴佩，到！
格策，到！
梅西，hai!",3882,28,保密,229049395,原评论,0,0,0,0,0,0,0,0,0
怎么捕鼠人里混一个老鼠啊（恼）,56,0,男,1143290658,原评论,0,0,0,0,0,0,0,0,0
为什么不点牢大？他没意见吗[脱单doge],29,0,保密,346185985,原评论,0,0,0,0,0,0,0,0,0
笑死,25,0,男,579507240,原评论,0,0,0,0,0,0,0,0,0
陌生人，祝你全家健康，能给我个关注吗，求求了[星星眼][星星眼],3,1,保密,1246341686,原评论,1,0,0,0,0,0,0,1,1
你jb谁？🤨,0,0,保密,515399517,原评论,0,0,0,0,0,0,0,0,0
搭档,2,0,保密,1813579263,原评论,0,0,0,0,0,0,0,0,0
梅西永远是我的偶像，如果没有梅西我也不会喜欢上足球，也不会热爱足球这项运动，我知道他有错，但他永远都是我的偶像，我喜欢的是梅西轻松的盘带，美妙的过人，我不会因为任何原因动摇梅西在我心中的地位，他永远是球王，至少在我心中，他永远是！我看了10年梅西我也喜欢了10年足球，从巴萨到巴黎又到迈阿密没有梅西我也不会在校队，不会如此热爱一项运动，我是理性的，不是盲目的跟风辱骂，也不会麻木的崇拜，我知道的是他是我心中唯一的，最好的足球先生，最好的球王。（5毛钱一条，复制后把括号删除，截图有奖）,3,0,保密,509814969,原评论,12,1,0,0,0,5,0,14,14
球王这个称号还是配不上梅西 以后叫足球天皇吧,35,0,保密,199863845,原评论,0,0,0,0,0,1,0,1,0
下去陪老大吃团圆饭吧，就差你了[2233塔罗牌_不愧是我][2233塔罗牌_不愧是我][2233塔罗牌_不愧是我],7,0,保密,132558170,原评论,4,0,0,0,0,0,0,0,1
"🇨🇳：没西
🇯🇵：有西",34,1,男,86668734,原评论,0,0,0,0,0,0,0,0,0
难道你真的是天才？,0,0,保密,678178232,原评论,1,0,0,0,0,0,0,1,0
所以霍家到底有没有阴阳合同呢，梅西确实一直会很直接地不给别人面子但如果合同强制执行力不足的话那梅西作为一个商人搞怪也没啥好说的吧,5,0,保密,437925117,原评论,2,0,1,0,0,0,0,1,1
梅西，无论他们怎么黑你，我永远都支持他们,14,0,保密,1548380678,原评论,1,0,0,0,0,0,0,0,0
贵州消防栓被压了？[test-1999_撑伞],5,1,保密,415872482,原评论,0,0,0,0,0,0,0,0,0
没，上午还在看,0,0,男,503505868,原评论,0,0,0,0,0,0,0,0,0
这些臭老外根本没把我们放在眼里！不服气啊？势力比他大就行咯[微笑],4,0,男,395826498,原评论,1,1,0,1,0,0,0,0,0
这家伙看不起中国，我个人的观点可能是它从小就受西方媒体对中国的抹黑，负面报道长大，认为中国意识形态和社会制度和他们西方格格不入，是敌对国家，而日本是他们资本主义阵营的国家，所以它比较亲日本。还有就是中国拒绝了给阿根廷的援助，阿根廷社会经济早已崩溃，政府从一个极端到另一个极端，现政府是亲美反中的。其实中国以前援助过阿根廷，可惜是只白眼狼。只能说梅西目光浅短，看不出中国的巨大潜力，中国已是世界最强大的国家之一，迟早超越美国。,5,0,女,242461522,原评论,6,0,1,0,0,5,0,2,9
追星啊。。。 感觉不管是演员、歌手还是球星，都有塌方的风险啊 精神寄托还是放在别的地方比较好。。。,121,11,男,1667185,原评论,1,1,0,0,0,0,0,2,1
外物都是虚的，人为自己而活就够了,34,0,男,1993003299,原评论,0,0,1,0,0,0,0,0,1
其实追星也无所谓，别上头就行了，塌一个就找下一个，主打的一个满足精神需求[笑哭]别做出迷惑行为就好,21,0,女,189960100,原评论,1,2,0,0,0,0,0,1,1
球王之所以是球王，正是因为他独特的过人技巧，这世界上有谁能把特首过掉的,3,0,保密,97311734,原评论,1,0,0,0,0,0,0,2,0
为什么大家不追咱们本土的现役球星呢，是不喜欢吗[doge],7,1,男,7931494,原评论,1,0,0,0,0,0,0,1,0
估计是Roland帮梅西治疗了括约肌所以在日本又能上场了[doge],7,0,男,3118424,原评论,0,0,0,0,0,0,0,1,0
这下不得不支持带英对马岛的主权了[星星眼],5,1,保密,13052416,原评论,2,0,0,0,0,0,0,0,0
马岛？福克兰群岛,0,0,保密,382339755,原评论,0,0,0,0,0,0,0,0,0
梅西这狗东西，标标准准的热脸贴冷屁股。。。贱不贱啊？？？对他人的尊重更是对自己的尊重。。。,5,0,保密,65862617,原评论,3,0,0,0,0,1,0,2,1
我听有人说梅西这件事情其实是为了转移话题，原本外国的人都快注意到731事件了，结果半路杀出个梅西，现在都在关注梅西，不再关注731了。这件事我并不能确认真假，只是有这么一种可能,3,0,保密,497376800,原评论,1,0,0,0,0,0,0,1,1
不做所有人的梅西，只做日本的哟西,5,0,男,387813963,原评论,0,0,0,0,0,0,0,0,0
给反华势力交投名状了,6,0,男,34931766,原评论,0,0,0,0,0,0,0,0,0
最搞的是那句，邓紫棋跑的都比梅西多,6,0,男,122550007,原评论,0,0,0,0,0,0,0,0,0
不知道之前为了抱呦西拘留的那个哥们现在怎么想的[doge],3,0,保密,403310503,原评论,0,0,0,0,0,0,0,1,1
感觉GTA6会因为这样用彩蛋黑他,101,10,男,1741635402,原评论,0,0,0,0,0,0,0,0,0
回复 @蛮不讲理的托比 :错误的，以梅西的影响力，这种可以黑的点那必须得沾点[嘟嘟],17,0,男,17810167,原评论,1,0,0,0,0,1,0,3,1
"铁定是会的了。
另外就算我没有预言能力
我也100%确定恶搞之家绝逼会恶搞他[滑稽]",9,0,男,1033124475,原评论,2,0,0,0,0,1,0,2,4
他自己选的嘛,9,0,男,328321720,原评论,0,0,0,0,0,0,0,0,0
小b梅西,3,0,男,1595586363,原评论,0,0,0,0,0,0,0,0,0
老梅其实应该当官员的，毕竟你一个踢球的不来就是不尊重球迷，上面要来视察突然不来了，当地人反而会觉得是自己什么地方没做好。,3,0,男,177248693,原评论,2,0,0,0,0,0,0,1,1
里奥·梅西，简称里梅，喜欢烧烤，对日本的热情当然高[doge][doge][doge],4,0,保密,542321274,原评论,2,0,0,0,0,0,0,3,0
破案了,2,2,男,673723318,原评论,1,0,0,0,0,0,0,0,0
该死的私人🤮,0,0,保密,1886763366,原评论,0,0,0,0,0,1,0,0,1
他喜不欢日本没关系，是他态度的问题,3,0,保密,1568950111,原评论,0,0,0,0,0,0,0,0,2
一定要把热度抢回来，梅西时间是个预谋的阳谋，把全世界话题转移就是想压731和排污的热度,3,0,男,1755952408,原评论,1,0,0,0,0,1,0,0,0
爱玩 好玩,3,0,保密,79722123,原评论,0,1,0,0,0,0,0,1,0
北宋出了高俅，北宋很快就金国灭亡了，金国就在北宋的北面；阿根廷出了梅西，美国在阿根廷的北面，阿根廷离被美国灭亡的日子也不远了。,5,0,保密,158913250,原评论,0,0,0,0,0,0,0,0,2
关我啥事，各位靓仔靓女们、新年好啊！吃了么[脱单doge],4,0,男,385484998,原评论,0,0,0,0,0,0,0,0,0
emmmm，我记得c罗也干过，不过是反过来了，另一个是哪个国家我也忘了，我记得没错那时咱们国内一片赞誉[脱单doge],3,2,男,73846098,原评论,1,0,0,0,0,1,0,0,0
当年棒子对待C罗的回旋镖，终于还是打到了我们头上,9,0,保密,14123081,原评论,0,0,0,0,0,0,0,0,0
里奥呦西，你是我最爱的足坛名将，你的功勋前无古人后无来者，你要相信，无论他们怎么恶搞，谩骂你，我永远支持他们!,4,0,保密,3493110915008747,原评论,4,0,0,0,0,1,0,1,1
这波我站日本，被迫当狗当这么久了头一次有个自愿舔自己的狗，给谁谁不兴奋[脱单doge],3,1,保密,1730420137,原评论,0,1,0,0,0,0,0,2,0
以前看他们阿根廷自己人骂他都骂那么狠，我不理解，现在我理解了，还好我从来不追偶像也不追星，人家根本没把你当人，纯纯感动自己[尴尬],3,0,保密,5438572,原评论,4,0,0,0,0,1,0,3,1
终有一天中国队要当着梅西的面血洗阿根廷队，报仇雪恨,5,6,男,476215659,原评论,0,0,0,0,0,1,0,0,0
你说军队的话是没问题的，足球就难了,1,0,保密,286227841,原评论,0,0,0,0,0,0,0,0,1
最幽默的一集,0,0,保密,1257682604,原评论,1,0,0,0,0,0,0,1,0
虽然希望渺茫，但还是挺你,0,0,保密,1457174349,原评论,1,0,1,0,0,0,0,1,1
里奥•耀西是吧，背景音乐都用《耀西岛》的音乐[脱单doge],96,1,男,3493284636789067,原评论,0,0,0,0,0,0,0,1,0
耀西:里奥，呦～西,1,0,保密,1122904426,原评论,0,0,0,0,0,0,0,0,0
果然国人🧠不好使的还是多，梅西来过中国这么多次都没问题就这一次他们竟然没有怀疑？让子弹飞一会儿对他们来说都是奢侈,4,2,保密,1184171894,原评论,0,0,0,0,0,3,0,0,7
港媒都开喷了，还有人给主办方洗地呢[大笑][大笑][大笑],1,0,保密,3546609929423527,原评论,0,3,0,0,0,0,0,3,0
[藏狐]这可是hk官方下场,0,0,保密,3549597,原评论,0,0,0,0,0,1,0,0,0
这下牢西真不如牢大了，牢大好歹拿钱后真办事,9,0,男,290818666,原评论,1,0,0,0,0,0,0,0,1
他就是不喜欢中国，所以不配合，主办方一开始就不应该请他来，搞得最后很尴尬,4,0,男,291030903,原评论,2,0,0,0,0,1,0,1,1
后面梅西后面还是日文，别人纯中文[OK],5,0,保密,1242448512,原评论,0,0,0,0,0,0,0,0,0
听说梅西之前就做过类似的事情 但是因为这几年镀金被遮盖了 完事现在又爆出来新的事件 那么以后那些人是不是还会选择失忆呢[思考],6,1,女,3947064,原评论,0,0,0,0,0,1,0,4,0
（顶）在此做个预言：首先他肯定会上场，合影签名发言这些基础的肯定会有，然后对日本一顿夸，然后踢的特别好。更重要的是，他有可能去参拜日本天蝗，然后见到天蝗就跪下表忠诚了,7,2,男,2022143022,原评论,5,0,0,0,0,0,0,5,0
"在香港全场呆坐，在日本健步如飞。
在香港肌肉不适，在日本又扭又射。",6,0,保密,149574077,原评论,1,0,0,0,0,1,0,0,1
在别的up看到的，笑死我了,7,2,女,392218672,原评论,0,0,0,0,0,0,0,0,0
我反正不是很理解追星的意义在哪,8,1,保密,21636857,原评论,1,0,0,0,0,1,0,1,1
追星倒是没什么问题，追上头可就是问题了,0,0,男,573843396,原评论,0,0,0,0,0,0,0,0,2
好家伙让科比和梅西打一架吧[笑哭],4,1,保密,3537112984979575,原评论,0,0,0,0,0,0,0,0,0
我觉得身体素质他可能比不过黑人,0,0,保密,25989968,原评论,0,0,0,0,0,1,0,0,0
"还有很多细节我们并不知道，只能等后续咯
CV：吱毛 文案：派大星 后期：谢华鑫
若发现视频中存在问题,欢迎附上能证明问题的材料,发邮件到gengwiki@sina.com,一经查实会给予第一位抓虫的朋友纠错辛苦费，希望能和大家一起做出更好更全面的梗科普类节目",5,0,男,28126249,原评论,4,0,0,0,0,0,0,5,2
"能洗，时间长了以后大伙儿把这事儿忘的差不多了就会有人洗，差不多就：
①是梅西在赛前遭遇某些不公正待遇，严重影响了心情，是香港主办方有错在先。
②梅西对自己作为公众人物意气用事做出违背条约、影响球迷心情的行为道歉。后续所谓“再也不来香港”也是一时情绪激动的气话，加之观念、视角不一产生的误会。
③球王也是人，也会有情绪，大家各退一步，就此翻篇😋。",639,38,男,96135392,原评论,3,0,2,0,0,6,0,1,6
有李老八在，翻不了篇,79,0,男,27432999,原评论,0,0,0,0,0,1,0,0,1
"帮忙加一个：梅西作为阿根廷人，在hk所做的一切都是在前英国殖民地表达对英国强占马岛的抗议。
第一次看到的时候我简直被震惊到妈都不认了[辣眼睛]",24,0,保密,48943172,原评论,1,0,0,1,1,1,0,0,3
损坏的消防栓没有办法灭火，可是哟西的风潮却盖过了消防栓激起的人民的怒火,4,1,男,431356213,原评论,0,0,0,0,0,0,0,0,3
只能说是一波未平一波又起吧，哟西这是爱国，消防那是安全隐患[微笑],0,0,男,36892349,原评论,1,1,0,0,0,0,0,1,0
在我还未回老家之前，我隔着一个深圳河都能听到隔壁传来的丢雷老母[笑哭],79,1,男,672903456,原评论,0,0,0,0,0,0,0,0,0
粤式粗口直接开爆了[doge],1,0,保密,363374937,原评论,0,0,0,0,0,0,0,0,0
估计日本那边会很高兴，拿梅西在中国 和日本做对比 。[笑哭],5,1,男,1805861726,原评论,0,1,0,0,0,0,0,3,0
日本上座率不高,0,0,保密,180289447,原评论,0,0,0,0,0,0,0,0,1
大多数运动员为了经济利益总是展示虚伪的博爱，而球王不需要，他毫不避讳不喜欢中国，喜欢日本，这种情怀属实难能可贵。这一刻梅西的形象闪烁着耀眼的光芒,137,13,保密,620358463,原评论,6,1,0,0,0,2,0,6,2
这么看来梅西才是真性情[支持][支持],12,0,保密,450999628,原评论,2,0,0,0,0,0,0,0,0
这波和头像配合的不太好[脱单doge],9,0,男,3493131915889152,原评论,1,0,0,0,0,0,0,0,0
要不是你的ID我就开喷了,5,0,保密,488081366,原评论,0,0,0,0,0,0,0,0,0
孩子们，我不想看到梅西在12年欧冠决赛被七喜，我做的对吗,6,0,男,3493284938779464,原评论,0,0,0,0,0,0,0,0,0
"孩子们，一个赞肘击一次 里奥 吆西，让它下来陪我，而且孩子们                    
 
 
 
 
 
 
 
我一直都在",6,0,保密,1476452853,原评论,0,0,0,0,0,0,0,29,0
这下不得不支持梅西了[呲牙],3,0,保密,350841479,原评论,1,0,0,0,0,0,0,0,0
吆西他做错了什么？他只是回家了，你们有必要吗[生气],4,0,保密,1692593939,原评论,1,0,0,0,0,1,0,1,1
我有个朋友还一直在保护梅西，我真的不知道他有哪里好的，只是因为他爱日本吗？,4,1,男,1506484061,原评论,1,0,0,0,0,0,0,2,0
你朋友说不定也爱日本,0,0,保密,286227841,原评论,1,0,0,0,0,0,0,0,0
反转了,3,6,男,234032552,原评论,0,0,0,0,0,0,0,0,0
点开评论区看见所有人都在骂梅西其实挺生气的，我相信梅西身体不适不能上场，我无条件支持每一个骂他的人。,308,11,男,266741309,原评论,3,0,0,0,0,2,0,1,3
友军……算了，披上迈阿密队服埋了吧[吃瓜],49,0,保密,178060939,原评论,0,0,0,0,0,0,0,0,1
不行了，刀收不住了，给，敌军衣服[微笑][微笑],21,0,保密,1044423418,原评论,0,2,1,0,0,0,0,0,2
绕过特首这个等于直接打上面的脸，等着吧，年过完了有的看了，我说个难听话吧，弄不好这人小命难保，现在兔子脾气可不好，刚收拾完 缅甸，踢球踢傻了,12,0,保密,362770441,原评论,0,0,0,1,0,1,0,2,2
梅西完蛋了,2,0,女,2005041246,原评论,0,0,0,0,0,1,0,0,1
你演都不演一下，你家的狗子怎么去堵嘴、怎么去自圆其说？,6,0,保密,1643335235,原评论,1,0,0,0,0,0,0,0,0
实在不理解为啥？ 中国球迷的钱不香了？   总得有点动机啊,8,8,男,15032330,原评论,2,0,0,0,0,0,0,6,0
日本球王 ライオンナル ヨシ [小A和小B_喝茶],2,0,女,49994919,原评论,0,0,0,0,0,0,0,3,0
以前梅西的风评和路人缘还很好的，现在怎么回事啊[草莓猫Taffy_奶嗝]真的就球星人品都很难评呗,3,0,保密,104631459,原评论,1,0,0,0,0,0,0,0,0
说不定过几天在飞机上的时候看见美海军舰队甲板就坠机了（,5,0,男,1897862320,原评论,0,0,0,0,0,0,0,0,0
"🟦🟦🟦🟦🟦🟦🟦
🟦🟦🟫🟫🟫🟦🟦
🟦🟦⬛️🟫⬛️🟦🟦
🟦🟦🟫🟫🟫🟦🟦
🟦🟫🟨🟨🟨🟫🟦
🟦🟫🟨24 🟨🟫🟦
🟦🏀🟨🟨🟨🟫🟦
🟦🟦🟫🍆🟫🟦🟦
🟦🟦🟫🟦🟫🟦🟦
🟦🟦🟦🟦🟦🟦🟦青春没有售价，点亮爱心复活牢大[龙年]复活牢大[给心心]
冰红茶vs劲凉[doge]",3,0,男,667269823,原评论,1,1,0,0,0,0,0,2,1
孩子们这并不好笑,2,0,男,473147127,原评论,0,0,0,0,0,1,0,0,1
这下可以和牢霍和牢大组成 牢冻西 组合了[吃瓜],20,1,保密,249757690,原评论,0,0,0,0,0,0,0,2,0
哟西这种战犯一般都是直接处决的 加入牢字辈属于辱牢了,0,0,男,24660758,原评论,0,0,0,0,0,0,0,1,0
耀西:tnnd，能不能不要放我的BGM。任天堂不至于和梅西绑在一起做视频吧,3,0,男,10132227,原评论,0,0,0,0,0,0,0,0,0
给大伙儿看看没有脊梁的地玩意儿@足坛梅友记,2,3,女,160061241,原评论,0,0,0,0,0,0,0,0,1
人家在香港开不了口，到日本就会说话了，香港上不了场仅仅两天又能健步如飞了，就这样了还有人舔，那些人是真的活该被遛,1,0,女,160061241,原评论,1,0,0,1,0,2,0,0,3
它们一直说重点是要公开合同走法律程序，只字不提哟西双手插兜，赛前赛后甚至都懒得跟它们互动。,0,0,女,160061241,原评论,0,0,0,0,1,1,0,2,1
我觉得上帝缺一个踢足球的,2,0,男,2012661036,原评论,0,0,0,0,0,0,0,0,0
两种可能[doge]一种就是梅西团队不讲究，也就是国内广大群体狂喷的原因。另一种是主办方的问题[吃瓜]合同条款，金额和行价以及行程表都公示一下，让大家看看有没有猫腻[吃瓜]不过从梅西在日子那上场半小时来看，我不好说[吃瓜],4,0,保密,25655208,原评论,1,0,0,0,0,3,0,0,2
